displacement_cc,cylinder_count,engine_cycle,bore_mm,stroke_mm,fuel_system_type,fuel_injection,cooling_Air,cooling_Liquid,cooling_Oil & air,gear_count,is_automatic,transmission_Belt   (final drive),transmission_Chain   (final drive),transmission_Shaft drive (cardan)   (final drive),front_tyre_width,front_tyre_aspect,front_tyre_rim,rear_tyre_width,rear_tyre_aspect,rear_tyre_rim
196.0,1.0,4.0,65.0,59.0,Carburettor,0,1,0,0,,1,0,1,0,21.0,7.0,10.0,20.0,10.0,9.0
196.0,1.0,4.0,65.0,59.0,Carburettor,0,1,0,0,,1,0,1,0,21.0,7.0,10.0,20.0,10.0,9.0
272.3,1.0,4.0,72.7,65.6,Carburettor,0,0,1,0,,1,0,1,0,21.0,7.0,10.0,20.0,10.0,9.0
196.0,1.0,4.0,72.7,65.6,Carburettor,0,0,1,0,,1,0,1,0,21.0,7.0,10.0,20.0,10.0,9.0
346.0,1.0,4.0,82.0,65.6,Carburettor,0,0,1,0,,1,1,0,0,165.0,70.0,10.0,225.0,40.0,10.0
49.0,1.0,2.0,40.0,39.2,Carburettor,0,1,0,0,1.0,0,0,0,1,19.0,7.0,8.0,18.0,10.0,8.0
49.3,1.0,2.0,40.0,39.2,Carburettor,0,1,0,0,,1,0,0,1,19.0,7.0,8.0,18.0,10.0,8.0
346.0,1.0,4.0,82.0,65.6,Carburettor,0,0,1,0,,1,1,0,0,165.0,70.0,10.0,225.0,40.0,10.0
346.0,1.0,4.0,82.0,65.6,Carburettor,0,0,1,0,,1,1,0,0,165.0,70.0,10.0,225.0,40.0,10.0
272.3,1.0,4.0,72.7,65.6,Carburettor,0,0,1,0,,1,0,0,1,22.0,7.0,10.0,22.0,10.0,9.0
272.3,1.0,4.0,72.7,65.6,Carburettor,0,0,1,0,,1,0,0,1,22.0,7.0,10.0,22.0,10.0,9.0
565.0,1.0,4.0,92.0,85.0,Injection,1,0,1,0,4.0,0,0,0,1,26.0,8.0,14.0,26.0,10.0,14.0
346.0,1.0,4.0,82.0,65.6,Carburettor,0,0,1,0,,1,0,0,1,23.0,7.0,10.0,23.0,10.0,10.0
346.0,1.0,4.0,82.0,65.6,Carburettor,0,0,1,0,,1,0,0,1,23.0,7.0,12.0,23.0,10.0,12.0
149.8,1.0,4.0,57.4,57.9,Carburettor,0,1,0,0,,1,1,0,0,110.0,70.0,12.0,120.0,70.0,12.0
124.9,1.0,4.0,54.4,57.9,Carburettor,0,0,1,0,,1,0,1,0,120.0,80.0,14.0,140.0,70.0,14.0
249.0,1.0,4.0,72.0,60.0,Carburettor,0,0,1,0,,1,0,1,0,120.0,80.0,14.0,140.0,70.0,14.0
313.0,1.0,4.0,78.0,65.6,Injection,1,0,1,0,,1,0,1,0,120.0,80.0,14.0,140.0,70.0,14.0
346.0,1.0,4.0,82.0,65.6,Injection,1,0,1,0,,1,0,1,0,120.0,80.0,14.0,140.0,70.0,14.0
346.0,1.0,4.0,82.0,65.6,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,15.0,140.0,70.0,15.0
346.0,1.0,4.0,82.0,65.6,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,15.0,140.0,70.0,15.0
49.3,1.0,2.0,40.0,39.2,Carburettor,0,1,0,0,,1,0,1,0,145.0,70.0,6.0,150.0,60.0,6.0
49.3,1.0,2.0,40.0,39.2,Carburettor,0,1,0,0,,1,0,1,0,14.0,6.0,6.0,15.0,6.0,6.0
124.9,1.0,4.0,56.5,49.5,Injection,1,1,0,0,5.0,0,0,1,0,120.0,80.0,14.0,120.0,80.0,14.0
149.0,1.0,4.0,57.3,57.8,Injection,1,1,0,0,5.0,0,0,1,0,110.0,80.0,14.0,120.0,80.0,14.0
150.1,1.0,4.0,57.4,57.9,Carburettor,0,1,0,0,,1,1,0,0,110.0,70.0,12.0,110.0,70.0,12.0
150.0,1.0,4.0,57.4,57.9,Carburettor,0,1,0,0,,1,1,0,0,110.0,70.0,12.0,120.0,70.0,12.0
169.0,1.0,4.0,61.0,57.8,Carburettor,0,1,0,0,,1,0,0,1,21.0,7.0,10.0,22.0,10.0,8.0
565.0,1.0,4.0,92.0,85.0,Carburettor,0,0,1,0,,1,0,0,1,26.0,8.0,14.0,26.0,10.0,14.0
313.0,1.0,4.0,78.0,65.8,Injection,1,0,1,0,,1,0,1,0,110.0,80.0,14.0,140.0,70.0,15.0
96.0,1.0,2.0,52.0,45.0,Carburettor,0,1,0,0,,1,1,0,0,19.0,7.0,8.0,18.0,10.0,8.0
49.3,1.0,2.0,40.0,39.2,Carburettor,0,1,0,0,,1,0,0,1,18.0,7.0,7.0,18.0,7.0,7.0
124.9,1.0,4.0,54.4,57.9,Carburettor,0,0,1,0,,1,0,1,0,120.0,70.0,16.0,140.0,70.0,15.0
313.0,1.0,4.0,78.0,65.8,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,16.0,140.0,70.0,15.0
313.0,1.0,4.0,78.0,65.8,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,16.0,140.0,70.0,15.0
246.2,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.2,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.2,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
174.2,1.0,4.0,60.0,61.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
174.2,1.0,4.0,60.0,61.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
174.2,1.0,4.0,60.0,61.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
174.2,1.0,4.0,60.0,61.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
174.2,1.0,4.0,60.0,61.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.0,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.0,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.0,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.0,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.0,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.0,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.0,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.0,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.0,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
246.2,1.0,4.0,66.0,72.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
123.0,1.0,2.0,52.0,58.0,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
123.0,1.0,2.0,52.0,58.0,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
123.0,1.0,2.0,52.0,58.0,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
123.0,1.0,2.0,52.0,58.0,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
249.8,1.0,2.0,67.5,69.8,Carburettor,0,0,1,0,6.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
249.8,1.0,2.0,67.5,69.8,Carburettor,0,0,1,0,6.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
249.8,1.0,2.0,67.5,69.8,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,150.0,70.0,17.0
249.8,1.0,2.0,67.5,69.8,Carburettor,0,0,1,0,6.0,0,0,1,0,90.0,90.0,21.0,140.0,80.0,18.0
249.8,1.0,2.0,67.5,69.8,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,150.0,70.0,17.0
1600.0,4.0,4.0,85.0,69.0,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
250.0,1.0,4.0,71.9,59.9,Injection,1,0,1,0,,1,1,0,0,110.0,90.0,13.0,130.0,70.0,13.0
244.0,1.0,4.0,72.0,60.0,Injection,1,0,1,0,,1,1,0,0,110.0,90.0,13.0,130.0,70.0,13.0
399.0,1.0,4.0,86.0,69.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,14.0,140.0,60.0,14.0
459.0,1.0,4.0,92.0,69.0,Injection,1,0,1,0,6.0,0,1,0,0,120.0,70.0,15.0,140.0,60.0,14.0
460.0,1.0,4.0,92.0,69.0,Injection,1,0,1,0,,1,1,0,0,120.0,70.0,14.0,140.0,60.0,14.0
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
997.6,2.0,4.0,97.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
997.6,2.0,4.0,97.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
997.0,2.0,4.0,97.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,110.0,80.0,19.0,150.0,70.0,17.0
998.0,2.0,4.0,97.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,110.0,80.0,19.0,110.0,80.0,19.0
124.8,1.0,2.0,54.0,54.5,Carburettor,0,0,1,0,6.0,0,0,1,0,90.0,90.0,19.0,130.0,90.0,16.0
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1197.0,2.0,4.0,106.0,67.8,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,190.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,1.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,1.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,1.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
749.9,2.0,4.0,92.0,56.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
900.0,2.0,4.0,92.0,67.4,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
900.0,2.0,4.0,92.0,67.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
896.0,2.0,4.0,92.0,67.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
896.1,2.0,4.0,92.0,67.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
896.1,2.0,4.0,92.0,67.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
896.1,2.0,4.0,92.0,67.4,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
997.6,2.0,4.0,97.0,67.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
997.0,2.0,4.0,97.0,67.5,Injection,1,0,1,0,6.0,0,0,0,1,110.0,80.0,19.0,150.0,70.0,17.0
998.0,2.0,4.0,97.0,67.5,Injection,1,0,1,0,6.0,0,0,0,1,110.0,80.0,19.0,110.0,80.0,19.0
149.0,1.0,4.0,62.0,49.5,Carburettor,0,1,0,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
149.0,1.0,4.0,62.0,49.5,Carburettor,0,1,0,0,5.0,0,0,1,0,90.0,90.0,17.0,110.0,80.0,17.0
124.0,1.0,2.0,54.0,54.6,Injection,1,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,150.0,60.0,17.0
49.7,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
449.0,2.0,4.0,76.0,49.5,Injection,1,0,1,0,4.0,0,0,1,0,80.0,100.0,21.0,110.0,90.0,19.0
449.0,2.0,4.0,76.0,49.5,Injection,1,0,1,0,4.0,0,0,1,0,80.0,100.0,21.0,110.0,90.0,19.0
449.0,2.0,4.0,76.0,49.5,Injection,1,0,1,0,4.0,0,0,1,0,80.0,100.0,21.0,110.0,90.0,19.0
449.0,2.0,4.0,76.0,49.5,Injection,1,0,1,0,4.0,0,0,1,0,80.0,100.0,21.0,110.0,90.0,19.0
449.0,2.0,4.0,76.0,49.5,Injection,1,0,1,0,4.0,0,0,1,0,80.0,100.0,21.0,110.0,90.0,19.0
893.0,2.0,4.0,88.0,69.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.0,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
839.3,2.0,4.0,88.0,69.0,Injection,1,0,1,0,,1,0,1,0,120.0,70.0,17.0,180.0,55.0,17.0
49.7,1.0,2.0,39.0,41.3,Carburettor,0,1,0,0,1.0,0,0,1,0,,,,,,
49.4,1.0,2.0,40.0,39.3,Carburettor,0,1,0,0,,1,1,0,0,120.0,70.0,12.0,130.0,70.0,10.0
652.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,100.0,90.0,19.0,140.0,70.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,110.0,70.0,17.0,160.0,60.0,17.0
659.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,100.0,90.0,19.0,130.0,80.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,100.0,90.0,19.0,130.0,80.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,100.0,90.0,19.0,130.0,80.0,17.0
660.0,1.0,4.0,100.0,84.0,Injection,1,0,1,0,5.0,0,0,1,0,100.0,90.0,19.0,130.0,80.0,17.0
651.8,1.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,0,1,0,100.0,90.0,19.0,130.0,80.0,17.0
651.8,1.0,4.0,100.0,83.0,Injection,1,0,1,0,1.0,0,0,1,0,100.0,90.0,19.0,130.0,80.0,17.0
651.8,1.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,0,1,0,100.0,90.0,19.0,130.0,80.0,17.0
651.8,1.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,0,1,0,100.0,90.0,19.0,130.0,80.0,17.0
651.8,1.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,0,1,0,100.0,90.0,19.0,130.0,80.0,17.0
124.8,1.0,2.0,54.0,54.5,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,150.0,60.0,17.0
124.8,1.0,2.0,54.0,54.5,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,150.0,60.0,17.0
124.8,1.0,2.0,54.0,54.5,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,150.0,60.0,17.0
124.8,1.0,2.0,54.0,54.5,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,150.0,60.0,17.0
124.8,1.0,2.0,54.0,54.7,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
124.2,1.0,4.0,58.0,47.0,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
124.2,1.0,4.0,58.0,47.0,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
124.2,1.0,4.0,58.0,47.0,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
124.2,1.0,4.0,58.0,47.0,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
124.2,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.2,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.2,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,2.0,54.0,54.5,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,2.0,54.0,54.5,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,150.0,60.0,17.0
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.2,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
49.7,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,6.0,0,0,1,0,90.0,80.0,17.0,110.0,80.0,17.0
49.9,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
50.0,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
50.0,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
50.0,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.7,1.0,2.0,40.3,39.0,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
49.9,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
659.0,2.0,4.0,81.0,63.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
659.0,2.0,4.0,81.0,63.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
659.0,2.0,4.0,81.0,63.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
659.0,2.0,4.0,81.0,63.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
659.0,2.0,4.0,81.0,63.9,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
999.6,4.0,4.0,78.0,52.3,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
124.8,1.0,4.0,58.0,47.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
49.9,1.0,2.0,39.9,40.0,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
49.9,1.0,2.0,39.9,39.9,Carburettor,0,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
