displacement_cc,cylinder_count,engine_cycle,bore_mm,stroke_mm,fuel_system_type,fuel_injection,cooling_Air,cooling_Liquid,cooling_Oil & air,gear_count,is_automatic,transmission_Belt   (final drive),transmission_Chain   (final drive),transmission_Shaft drive (cardan)   (final drive),front_tyre_width,front_tyre_aspect,front_tyre_rim,rear_tyre_width,rear_tyre_aspect,rear_tyre_rim
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,91.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
652.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Injection,1,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,90.0,21.0,100.0,80.0,18.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
651.0,1.0,4.0,100.0,83.0,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,130.0,80.0,17.0
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
112.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
112.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
112.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
112.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
112.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
112.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
112.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
112.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
124.0,1.0,4.0,54.0,54.4,Injection,1,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
125.0,1.0,4.0,54.0,54.4,Injection,1,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
125.0,1.0,4.0,54.0,54.4,Injection,1,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,4.0,54.0,54.4,Injection,1,1,0,0,5.0,0,0,1,0,100.0,80.0,14.0,120.0,80.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,80.0,17.0,90.0,90.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,0.0,19.0,90.0,0.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,21.0,90.0,100.0,18.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,21.0,90.0,100.0,18.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,21.0,90.0,100.0,18.0
233.0,1.0,4.0,67.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
233.0,1.0,4.0,67.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
233.0,1.0,4.0,67.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,90.0,21.0,100.0,90.0,18.0
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,90.0,21.0,100.0,80.0,18.0
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,130.0,70.0,17.0
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,130.0,70.0,17.0
292.0,1.0,4.0,78.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,90.0,21.0,100.0,80.0,18.0
292.0,1.0,4.0,78.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,80.0,21.0,110.0,90.0,18.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,90.0,21.0,100.0,90.0,18.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,70.0,21.0,110.0,70.0,18.0
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,3.0,0,0,1,0,70.0,70.0,19.0,90.0,90.0,16.0
111.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,3.0,0,0,1,0,,,,,,
112.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,,,,,,
125.0,1.0,4.0,54.0,54.4,Injection,1,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
125.0,1.0,4.0,54.0,54.4,Injection,1,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
125.0,1.0,4.0,54.0,54.4,Injection,1,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,70.0,17.0,90.0,90.0,14.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,80.0,19.0,90.0,90.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
144.0,1.0,4.0,58.0,54.4,Carburettor,0,1,0,0,5.0,0,0,1,0,,,,,,
233.0,1.0,4.0,67.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
233.0,1.0,4.0,67.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
233.0,1.0,4.0,67.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
233.0,1.0,4.0,67.0,66.0,Injection,1,1,0,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
249.0,1.0,4.0,72.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,72.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
292.0,1.0,4.0,78.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
292.0,1.0,4.0,78.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
292.0,1.0,4.0,78.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,130.0,70.0,17.0
292.0,1.0,4.0,78.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,110.0,70.0,17.0,130.0,70.0,17.0
292.0,1.0,4.0,78.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
292.0,1.0,4.0,78.0,61.2,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
292.0,1.0,4.0,78.0,61.2,Injection,1,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,100.0,18.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,120.0,90.0,18.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,120.0,90.0,18.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,120.0,90.0,18.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,120.0,90.0,18.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,120.0,90.0,18.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,120.0,90.0,18.0
125.0,1.0,2.0,,,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
249.0,2.0,2.0,56.0,50.6,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
111.0,1.0,4.0,53.0,50.6,Carburettor,0,0,1,0,4.0,0,0,1,0,100.0,90.0,12.0,100.0,90.0,12.0
110.0,1.0,4.0,53.0,50.6,Carburettor,0,1,0,0,4.0,0,0,1,0,100.0,90.0,12.0,100.0,90.0,12.0
271.0,1.0,4.0,72.7,65.2,Carburettor,0,0,1,0,,1,0,0,1,22.0,7.0,10.0,22.0,10.0,10.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,90.0,19.0,90.0,90.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,90.0,19.0,90.0,90.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,90.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,90.0,16.0
124.0,1.0,2.0,54.0,54.5,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
249.0,1.0,4.0,77.0,53.6,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
249.0,1.0,4.0,77.0,53.6,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,90.0,21.0,120.0,80.0,19.0
249.0,1.0,4.0,77.0,53.6,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
249.0,1.0,4.0,77.0,53.6,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,5.0,0,0,1,0,,,,,,
249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
249.0,1.0,4.0,77.0,53.6,Carburettor,0,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,4.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,19.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,90.0,21.0,120.0,80.0,19.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,100.0,21.0,120.0,80.0,19.0
449.0,1.0,4.0,96.0,62.1,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,120.0,80.0,19.0
449.0,1.0,4.0,96.0,62.1,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,120.0,80.0,19.0
449.0,1.0,4.0,96.0,62.1,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,120.0,80.0,19.0
449.0,1.0,4.0,96.0,62.1,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,120.0,80.0,19.0
449.0,1.0,4.0,96.0,62.1,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,120.0,80.0,19.0
449.0,1.0,4.0,96.0,62.1,Carburettor,0,0,1,0,5.0,0,0,1,0,90.0,100.0,21.0,120.0,80.0,19.0
449.0,1.0,4.0,96.0,62.0,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,120.0,80.0,19.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,90.0,14.0,80.0,90.0,12.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,90.0,14.0,80.0,90.0,12.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,100.0,14.0,80.0,90.0,12.0
64.0,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,100.0,14.0,80.0,100.0,12.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,100.0,14.0,80.0,100.0,12.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,100.0,14.0,80.0,100.0,12.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,100.0,14.0,80.0,100.0,12.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,100.0,14.0,80.0,100.0,12.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,100.0,14.0,80.0,100.0,12.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,100.0,14.0,80.0,100.0,12.0
64.7,1.0,2.0,44.5,41.6,Carburettor,0,0,1,0,6.0,0,0,1,0,60.0,100.0,14.0,80.0,100.0,12.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,90.0,17.0,90.0,90.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,90.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
84.0,1.0,2.0,48.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,17.0,90.0,100.0,14.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,80.0,19.0,90.0,90.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,90.0,16.0
99.0,1.0,2.0,52.5,45.8,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,90.0,16.0
112.0,1.0,2.0,53.0,50.6,Carburettor,0,0,1,0,6.0,0,0,1,0,70.0,100.0,19.0,90.0,100.0,16.0
124.0,1.0,2.0,54.0,54.5,Carburettor,0,0,1,0,6.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
249.0,1.0,2.0,66.4,72.0,Carburettor,0,0,1,0,5.0,0,0,1,0,,,,,,
249.0,1.0,4.0,77.0,53.6,Injection,1,0,1,0,5.0,0,0,1,0,80.0,100.0,21.0,100.0,90.0,19.0
