Displacement,Engine type,Bore x stroke,Fuel system,Cooling system,Gearbox,Transmission type,Fuel capacity,Front tire,Rear tire,Front brakes,Rear brakes,displacement_cc,cylinder_count,engine_cycle,bore_mm,stroke_mm,fuel_system_type,fuel_injection,cooling_Air,cooling_Liquid,cooling_Oil & air,gear_count,is_automatic,transmission_Belt   (final drive),transmission_Chain   (final drive),transmission_Shaft drive (cardan)   (final drive),front_tyre_width,front_tyre_aspect,front_tyre_rim,rear_tyre_width,rear_tyre_aspect,rear_tyre_rim
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection. DFI® with dual 38mm Keihin throttle bodies,Liquid,6-speed,Chain   (final drive),15.00,120/70-17 ,160/60-17 ,Double disc. Petal discs and two-piston calipers. ABS.                                  ,Single disc. Petal disc and single piston caliper. ABS.                               ,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,160.0,60.0,17.0
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection. Fuel injection: ø36 mm x 2,Liquid,6-speed,Chain   (final drive),15.00,120/70-17 ,160/60-17 ,Double disc. Petal discs and two-piston calipers. ABS.                                  ,Single disc. Petal disc and single piston caliper. ABS.                               ,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,160.0,60.0,17.0
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection. Digital fuel injection with two 38mm Keihin throttle bodies,Liquid,6-speed,Chain   (final drive),15.90,120/70-17 ,160/60-17 ,Double disc. Petal discs and two-piston calipers. ABS.                                  ,Single disc. Petal disc and single piston caliper. ABS.                               ,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,160.0,60.0,17.0
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection. Digital fuel injection with two 38mm Keihin throttle bodies,Liquid,6-speed,Chain   (final drive),16.00,120/70-17 ,160/60-17 ,Double disc. Petal discs and two-piston calipers. ABS.                                  ,Single disc. Petal disc and single piston caliper. ABS.                               ,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,160.0,60.0,17.0
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection. DFI® with dual 38mm Keihin throttle bodies,Liquid,6-speed,Chain   (final drive),15.00,120/70-17 ,160/60-17 ,Double disc. Petal discs and two-piston calipers. ABS.                                  ,Single disc. Petal disc and single piston caliper. ABS.                               ,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,160.0,60.0,17.0
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection. Digital fuel injection with two 38mm Keihin throttle bodies,Liquid,6-speed,Chain   (final drive),15.51,120/70-ZR17 ,160/60-ZR17 ,Double disc. Dual 300mm Petal Disc with 2-Piston Caliper,Single disc. Single 220mm Petal Disc with hydraulic caliper,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection,Liquid,6-speed,Chain   (final drive),15.51,120/70-17 ,160/60-17 ,Double disc,Single disc,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,160.0,60.0,17.0
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection,Liquid,6-speed,Chain   (final drive),15.51,120/70-17 ,160/60-17 ,Double disc,Single disc,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,160.0,60.0,17.0
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection. Digital fuel injection with two 38mm Keihin throttle bodies,Liquid,6-speed,Chain   (final drive),15.51,120/70-17 ,160/60-17 ,Double disc,Single disc,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,160.0,60.0,17.0
649.0 ccm (39.60 cubic inches),"Twin, four-stroke",83.0 x 60.0 mm (3.3 x 2.4 inches),Injection. Digital fuel injection with two 38mm Keihin throttle bodies,Liquid,6-speed,Chain   (final drive),15.52,120/70-17 ,160/60-17 ,Double disc,Single disc,649.0,2.0,4.0,83.0,60.0,Injection,1,0,1,0,6.0,0,0,1,0,120.0,70.0,17.0,160.0,60.0,17.0
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI  50mm throttle bodies x 4 with dual injection,Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,200/55-ZR17 ,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Two-piston calipers. ,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI  50mm throttle bodies x 4 with dual injection,Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,200/55-ZR17 ,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Two-piston calipers. ,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,Double disc. Floating discs. ,Single disc,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,Double disc. Floating discs. ,Single disc,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,Double disc. Floating discs. ,Single disc,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,Double disc. Floating discs. ABS.,Single disc. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 50mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,"Double disc. Dual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating disc. ABS.","Single disc. Opposed 2-piston calipers, single disc. ABS.",998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 50mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,"Double disc. Dual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating disc. ABS.","Single disc. Opposed 2-piston calipers, single disc. ABS.",998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,Double disc. Brembo. Floating discs. Opposed 4-piston caliper,Single disc. Brembo. Opposed 2-piston caliper,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. Centrifugal-type supercharger ,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,"Double disc. Dual radial-mount, opposed 4-piston calipers, dual semi-floating discs, KIBS ABS","Single disc. Opposed 2-piston calipers, single disc, KIBS ABS",998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. Centrifugal-type supercharger ,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,"Double disc. Dual radial-mount, opposed 4-piston calipers, dual semi-floating discs, KIBS ABS","Single disc. Brembo, opposed 2-piston",998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,Double disc. Floating discs. ABS.,Single disc. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 50mm throttle bodies (4) with dual injection. Kawasaki Supercharger,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,"Double disc. Front BrakesDual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating discs, KIBS ABS","Single disc. Opposed 2-piston calipers, KIBS ABS",998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 50mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,200/55-ZR17 ,"Double disc. Dual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating disc. ABS.","Single disc. Opposed 2-piston calipers, single disc. ABS.",998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-R17 ,190/65-R17 ,Double disc. Brembo. Floating discs. Opposed 4-piston caliper,Single disc. Brembo. Opposed 2-piston caliper,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-R17 ,190/65-R17 ,Double disc. Brembo. Floating discs. Opposed 4-piston caliper,"Single disc. Opposed 2-piston calipers, single 250mm disc, KIBS ABS",998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. 40 mm x 4 with dual injection,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. ,Single disc,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. 40 mm x 4 with dual injection,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. ,Single disc,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 40mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. ABS.,Single disc. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 40mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. ABS.,Single disc. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. 40 mm x 4 with dual injection,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. ,Single disc,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. Ø 40 mm x 4 with dual injection,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. 4-piston. ABS.,Single disc. 2-piston. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 40mm throttle bodies (4) with dual injection. Kawasaki Supercharger.,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. 4-piston. ABS.,Single disc. 2-piston. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 40mm throttle bodies (4) with dual injection. Kawasaki Supercharger.,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. 4-piston. ABS.,Single disc. 2-piston. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. 40 mm x 4 with dual injection,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs KIBS ABS,Single disc. KIBS ABS,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 40mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. ABS.,Single disc. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 40mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,190/55-ZR17 ,"Double disc. Dual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating discs, KIBS ABS",Single disc. Opposed 2-piston calipers. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 40mm throttle bodies (4) with dual injection. Kawasaki Supercharger.,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. 4-piston. ABS.,Single disc. 2-piston. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 40mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. ABS.,Single disc. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI  50mm throttle bodies x 4 with dual injection,Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,190/65-ZR17 ,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Two-piston calipers. ,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI  50mm throttle bodies x 4 with dual injection,Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,190/65-ZR17 ,Double disc. ABS. Floating discs. Four-piston calipers. Radially mounted. ,Single disc. ABS. Two-piston calipers. ,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-R17 ,190/65-R17 ,Double disc. Brembo. Floating discs. Opposed 4-piston caliper,Single disc. Brembo. Opposed 2-piston caliper,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 50mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,190/65-ZR17 ,Double disc. Brembo. Floating discs. ABS.,Single disc. Brembo. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 50mm throttle bodies (4) with dual injection,Liquid,6-speed,Chain   (final drive),17.00,120/70-ZR17 ,190/65-ZR17 ,"Double disc. Dual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating discs. ABS.",Single disc. Opposed 2-piston calipers. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection. DFI® with 50mm throttle bodies (4) with dual injection ; Kawasaki Supercharger,Liquid,6-speed,Chain   (final drive),17.00,120/60-ZR17 ,190/65-ZR17 ,"Double disc. Dual radial-mount, opposed 4-piston Brembo Stylema® calipers, dual semi-floating discs. ABS.",Single disc. Opposed 2-piston calipers. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
149.0 ccm (9.09 cubic inches),"Single cylinder, two-stroke",59.0 x 54.4 mm (2.3 x 2.1 inches),Carburettor. Mikuni Vm 28,Liquid,6-speed,Chain   (final drive),10.80,90/90-17 ,110/80-17 ,Single disc. Two piston caliper,Single disc. Two-piston caliper,149.0,1.0,2.0,59.0,54.4,Carburettor,0,0,1,0,6.0,0,0,1,0,90.0,90.0,17.0,110.0,80.0,17.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",72.0 x 61.0 mm (2.8 x 2.4 inches),Injection,Liquid,6-speed,Chain   (final drive),11.00,100/80-17 ,130/70-17 ,Single disc. Two piston caliper,Single disc. Two-piston caliper,249.0,1.0,4.0,72.0,61.0,Injection,1,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",72.0 x 61.0 mm (2.8 x 2.4 inches),Injection,Liquid,6-speed,Chain   (final drive),11.00,100/80-17 ,130/70-17 ,Single disc. Two piston caliper,Single disc. Two-piston caliper,249.0,1.0,4.0,72.0,61.0,Injection,1,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
249.0 ccm (15.19 cubic inches),"Single cylinder, four-stroke",72.0 x 61.0 mm (2.8 x 2.4 inches),Injection,Liquid,6-speed,Chain   (final drive),11.00,100/80-17 ,130/70-17 ,Single disc. ABS. Two piston caliper,Single disc. ABS. Two-piston caliper,249.0,1.0,4.0,72.0,61.0,Injection,1,0,1,0,6.0,0,0,1,0,100.0,80.0,17.0,130.0,70.0,17.0
149.0 ccm (9.09 cubic inches),"Single cylinder, two-stroke",59.0 x 54.4 mm (2.3 x 2.1 inches),Carburettor. Mikuni Vm 28,Liquid,6-speed,Chain   (final drive),10.80,90/90-17 ,110/80-17 ,Single disc. Two piston caliper,Single disc. Two-piston caliper,149.0,1.0,2.0,59.0,54.4,Carburettor,0,0,1,0,6.0,0,0,1,0,90.0,90.0,17.0,110.0,80.0,17.0
149.0 ccm (9.09 cubic inches),"Single cylinder, two-stroke",59.0 x 54.4 mm (2.3 x 2.1 inches),Carburettor. Mikuni VM 28,Liquid,6-speed,Chain   (final drive),10.80,90/90-17 ,110/80-17 ,Single disc. Two piston caliper,Single disc. Two-piston caliper,149.0,1.0,2.0,59.0,54.4,Carburettor,0,0,1,0,6.0,0,0,1,0,90.0,90.0,17.0,110.0,80.0,17.0
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),Injection,Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. ABS.,Single disc. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),"Injection. DFI, 40mm Throttle Bodies",Liquid,6-speed,Chain   (final drive),19.00,120/70-ZR17 ,190/55-ZR17 ,Double disc. Brembo. ABS.,Single disc. ABS.,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),"Injection. DFI with 43mm Keihin throttle bodies with oval sub-throttles, two injectors per cylinder",Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,190/55-ZR17 ,Double disc,Single disc,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),"Injection. DFI  with four 47mm Keihin throttle bodies with oval sub-throttles, two injectors per cylinder",Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,190/55-ZR17 ,Double disc,Single disc,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),"Injection. DFI  with four 47mm Keihin throttle bodies with oval sub-throttles, two injectors per cylinder",Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,190/55-ZR17 ,Double disc. Petal discs with dual four-piston radial-mount calipers                                     ,Single disc. Petal disc with aluminum single-piston caliper                                     ,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),"Injection. DFI  with four 47mm Keihin throttle bodies with oval sub-throttles, two injectors per cylinder",Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS,Single disc. ABS,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
998.0 ccm (60.90 cubic inches),"In-line four, four-stroke",76.0 x 55.0 mm (3.0 x 2.2 inches),"Injection. DFI  with four 47mm Keihin throttle bodies with oval sub-throttles, two injectors per cylinder",Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,190/55-ZR17 ,Double disc. Petal discs with dual four-piston radial-mount calipers                                     ,Single disc. Petal disc with aluminum single-piston caliper                                     ,998.0,4.0,4.0,76.0,55.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1352.0 ccm (82.50 cubic inches),"In-line four, four-stroke",84.0 x 61.0 mm (3.3 x 2.4 inches),Carburettor. DFI  with four 44mm Mikuni throttle bodies,Liquid,6-speed,Chain   (final drive),21.95,120/70-ZR17 ,190/50-ZR17 ,Double disc,Single disc,1352.0,4.0,4.0,84.0,61.0,Carburettor,0,0,1,0,6.0,0,0,1,0,,,,,,
1441.0 ccm (87.93 cubic inches),"In-line four, four-stroke",84.0 x 65.0 mm (3.3 x 2.6 inches),Injection. DFI  with four 44mm Mikuni throttle bodies,Liquid,6-speed,Chain   (final drive),21.95,120/70-ZR17 ,190/50-ZR17 ,Double disc. Petal discs with dual radial-mounted four-piston calipers and optional ABS                                     ,Single disc. Petal disc with twin-piston caliper and optional ABS                                     ,1441.0,4.0,4.0,84.0,65.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
1441.0 ccm (87.93 cubic inches),"In-line four, four-stroke",84.0 x 65.0 mm (3.3 x 2.6 inches),Injection. DFI  with four 44mm Mikuni throttle bodies,Liquid,6-speed,Chain   (final drive),21.95,120/70-ZR17 ,190/50-ZR17 ,Double disc. Petal discs with dual radial-mounted four-piston calipers and ABS                                     ,Single disc. Petal disc with twin-piston caliper and ABS                                     ,1441.0,4.0,4.0,84.0,65.0,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
599.0 ccm (36.55 cubic inches),"In-line four, four-stroke",67.0 x 42.5 mm (2.6 x 1.7 inches),"Injection. DFI  with four 38mm Keihin throttle bodies, oval sub-throttles, two injectors per throttle body",Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,180/55-ZR17 ,Double disc,Single disc,599.0,4.0,4.0,67.0,42.5,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
636.0 ccm (38.81 cubic inches),"In-line four, four-stroke",67.0 x 45.1 mm (2.6 x 1.8 inches),Injection. DFI  with four 38mm Keihin throttle bodies and oval sub-throttles,Liquid,6-speed,Chain   (final drive),17.03,120/70-ZR17 ,180/55-ZR17 ,"Double disc. Petal rotors with dual radial-mount, Nissin four-piston, monobloc calipers                                     ",Single disc. Petal rotor with single-piston caliper                                     ,636.0,4.0,4.0,67.0,45.1,Injection,1,0,1,0,6.0,0,0,1,0,,,,,,
